"","chromosome","first.base.of.the.intron","last.base.of.the.intron","strand","intron.motif","is.annotated","number.of.uniquely.mapping.reads.crossing.the.junction","number.of.multi.mapping.reads.crossing.the.junction","maximum.spliced.alignment.overhang","is_in_gtf_junction","filename","pp_id","learning","exp","chr","i.strand","category"
"273",4,9807598,9814505,1,1,1,18,640,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"274",4,9807598,9814505,1,1,1,1,194,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"275",4,9807598,9814684,1,1,1,1360,29,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"276",4,9807598,9814684,1,1,1,51,379,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"277",4,9807598,9814690,1,1,1,2,1,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"278",4,9807598,9814690,1,1,1,0,2,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"279",4,9807598,9814923,1,1,1,1525,57,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"280",4,9807598,9814923,1,1,1,134,724,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"281",4,9807598,9815244,1,1,1,7,958,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"282",4,9807598,9815244,1,1,1,1,251,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"283",4,9807598,9815246,1,1,1,0,1,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"284",4,9807598,9815435,1,1,1,8,532,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"285",4,9807598,9815435,1,1,1,0,233,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"286",4,9807598,9815740,1,1,1,637,36,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"287",4,9807598,9815740,1,1,1,40,131,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"288",4,9807598,9815992,1,1,1,0,20,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"289",4,9807598,9815992,1,1,1,0,28,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"290",4,9807598,9816211,1,1,1,0,20,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"291",4,9807598,9816211,1,1,1,0,28,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"292",4,9807598,9816438,1,1,1,608,31,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"293",4,9807598,9816438,1,1,1,140,28,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"294",4,9807598,9817769,1,1,1,102,16,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"295",4,9807598,9817769,1,1,1,9,70,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"296",4,9807598,9817954,1,1,1,419,17,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"297",4,9807598,9817954,1,1,1,2,60,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"298",4,9807598,9818177,1,1,1,1959,170,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"299",4,9807598,9818177,1,1,1,28,799,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"300",4,9807598,9818468,1,1,1,1018,34,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"301",4,9807598,9818468,1,1,1,51,254,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"302",4,9807598,9819293,1,1,1,491,7,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"303",4,9807598,9819293,1,1,1,3,69,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"304",4,9807598,9819295,1,1,1,0,3,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"305",4,9807598,9819497,1,1,1,677,22,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"306",4,9807598,9819497,1,1,1,5,92,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"307",4,9807598,9819695,1,1,1,1028,33,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"308",4,9807598,9819695,1,1,1,70,215,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"309",4,9807598,9819919,1,1,1,283,21,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"310",4,9807598,9819919,1,1,1,5,175,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"311",4,9807598,9820097,1,1,1,603,32,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"312",4,9807598,9820097,1,1,1,14,257,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"313",4,9807598,9820410,1,1,1,79,5,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"314",4,9807598,9820410,1,1,1,1,47,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"315",4,9807598,9820722,1,1,1,3042,122,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"316",4,9807598,9820722,1,1,1,92,2675,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"317",4,9807598,9820724,1,1,1,1,0,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"318",4,9807598,9820724,1,1,1,0,1,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"319",4,9807598,9821056,1,1,1,655,17,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"320",4,9807598,9821056,1,1,1,3,137,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"321",4,9807598,9821249,1,1,1,1220,45,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"322",4,9807598,9821249,1,1,1,94,342,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"323",4,9807598,9821461,1,1,1,899,40,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"324",4,9807598,9821461,1,1,1,10,217,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"325",4,9807598,9821648,1,1,1,1329,55,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"326",4,9807598,9821648,1,1,1,189,1212,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"327",4,9807598,9821847,1,1,1,80,3,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"328",4,9807598,9821847,1,1,1,6,34,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"329",4,9807598,9822007,1,1,1,298,19,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"330",4,9807598,9822007,1,1,1,9,154,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"331",4,9807598,9822188,1,1,1,332,10,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"332",4,9807598,9822188,1,1,1,8,11,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"333",4,9807598,9822421,1,1,1,201,5,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"334",4,9807598,9822421,1,1,1,3,53,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"335",4,9807598,9822590,1,1,1,983,70,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"336",4,9807598,9822590,1,1,1,3,186,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"337",4,9807598,9822764,1,1,1,258,10,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"338",4,9807598,9822764,1,1,1,164,551,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"339",4,9807598,9823039,1,1,1,2245,62,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"340",4,9807598,9823039,1,1,1,45,594,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"341",4,9807598,9823251,1,1,1,163,6,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"342",4,9807598,9823251,1,1,1,18,203,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"343",4,9807598,9823482,1,1,1,1,50,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"344",4,9807598,9823482,1,1,1,0,13,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"345",4,9807598,9823637,1,1,1,10,1025,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"346",4,9807598,9823637,1,1,1,0,408,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"347",4,9807598,9823655,1,1,1,0,71,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"348",4,9807598,9823655,1,1,1,0,58,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"349",4,9807598,9824204,1,1,1,234,23,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"350",4,9807598,9824204,1,1,1,2,105,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"351",4,9807598,9824275,1,1,1,0,1,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"352",4,9807598,9825060,1,1,1,5,5910,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"353",4,9807598,9825060,1,1,1,0,2788,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"354",4,9807598,9825106,1,1,1,0,23,36,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"355",4,9807598,9825106,1,1,1,0,9,36,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"356",4,9807598,9826741,1,1,1,1,226,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"357",4,9807598,9826741,1,1,1,0,2,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"358",4,9807602,9815264,1,1,1,0,1,40,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"359",4,9807602,9821648,1,1,1,159,5,40,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"360",4,9807602,9821648,1,1,1,33,15,40,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"361",4,9807602,9825060,1,1,1,0,1,40,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"362",4,9809152,9826741,1,1,1,479,11,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"363",4,9809152,9826741,1,1,1,7,205,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"364",4,9809470,9826741,1,1,1,36,1,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"365",4,9809470,9826741,1,1,1,1,20,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"366",4,9809668,9826741,1,1,1,8,463,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"367",4,9809668,9826741,1,1,1,1,211,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"368",4,9809851,9826741,1,1,1,686,22,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"369",4,9809851,9826741,1,1,1,3,355,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"370",4,9811340,9822109,1,3,1,1,1,22,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"371",4,9811362,9826741,1,1,1,14,482,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"372",4,9811362,9826741,1,1,1,0,309,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"373",4,9811582,9825060,1,1,1,0,2,18,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"374",4,9811582,9826741,1,1,1,2310,59,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"375",4,9811582,9826741,1,1,1,18,596,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"376",4,9813127,9826741,1,1,1,390,5,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"377",4,9813127,9826741,1,1,1,2,35,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"378",4,9813327,9819546,1,1,0,1,0,12,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"379",4,9813327,9826741,1,1,1,679,18,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"380",4,9813327,9826741,1,1,1,25,169,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"381",4,9813762,9826741,1,1,1,4,1,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"382",4,9813762,9826741,1,1,1,1,2,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"383",4,9813980,9814072,1,1,1,1,0,21,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"384",4,9813980,9826741,1,1,1,749,28,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"385",4,9813980,9826741,1,1,1,27,182,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"386",4,9814082,9820156,1,3,1,1,0,22,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"387",4,9814139,9826741,1,1,1,2221,61,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"388",4,9814139,9826741,1,1,1,14,381,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"389",4,9814272,9825127,1,3,1,0,1,19,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"390",4,9814351,9818055,1,3,1,1,0,23,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"391",4,9814374,9826741,1,1,1,4056,117,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"392",4,9814374,9826741,1,1,1,41,1036,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"393",4,9814428,9826741,1,1,1,0,4,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"unique in 'seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"394",4,9814630,9826741,1,1,1,15,704,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"395",4,9814630,9826741,1,1,1,0,203,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"396",4,9814812,9814923,1,1,1,1,0,8,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"397",4,9814812,9826741,1,1,1,1349,20,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"398",4,9814812,9826741,1,1,1,52,378,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"399",4,9815057,9826741,1,1,1,1555,40,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"400",4,9815057,9826741,1,1,1,137,710,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"401",4,9815060,9826741,1,1,1,0,1,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (not vary much)"
"402",4,9815060,9826741,1,1,1,0,1,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (not vary much)"
"403",4,9815369,9826741,1,1,1,3,953,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"404",4,9815369,9826741,1,1,1,0,246,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"405",4,9815538,9822109,1,1,0,1,0,22,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"unique in 'seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab'"
"406",4,9815560,9826741,1,1,1,3,522,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
"407",4,9815560,9826741,1,1,1,0,234,31,"False","seq2.5F1B_p.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1B_p",1,3962,4,1,"shared (vary much)"
"408",4,9815865,9826741,1,1,1,640,25,31,"False","seq2.5F1A_unp.NG-8304_Dscam1_lib80429_3962_1_SJ.out.tab","5F1A_unp",0,3962,4,1,"shared (vary much)"
